,codigo,clase,descrip,cod_sector,um,costo_prom,costo_cif,costo_fob,art_venta,art_inv,art_compra,art_gramado,img,estado_venta,composicion,temporada,ligamento,combinacion,especificaciones,acabado,tipo,estetica,ancho,espesor,gramaje_prom,rendimiento,produc_ancho,produc_largo,produc_alto,produc_costo,mnj_x_lotes,cant_retazo,precio_retazo,sistema_liado,tags,visible_web,web_min_stock,shopify_id,tipo_iva,estado
354,C0060,Articulo,GASA SATINADA ESTAMPADO,103,Mts,5633.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA CON CAIDA LUSTROSA Y SUAVE,Semi Brilloso,Plano,Estampado,1.5,0.21,86.0,7.75,0.0,0.0,0.0,,Si,2.0,8000.0,Pieza_Rigida,,,,,iva_10,Activo
355,C0061,Articulo,TAFETA ROCOCO,103,Mts,70000.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,APLIQUES AL TONO,TELA TEXTURA CON FLORES AL TONO,Semi Brilloso,Plano,Liso,1.5,1.96,289.0,2.46,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
356,C0062,Articulo,SATEN DUQUESA,103,Mts,8278.0,0.0,,True,True,True,True,,Normal,POLIESTER/SPANDEX,Oto-Inv,Saten,NINGUNA,TELA LUSTROSA Y DELICADA,Semi Brilloso,Plano,Liso,1.5,0.24,134.0,4.57,0.0,0.0,0.0,,Si,2.0,12000.0,Pieza_Rigida,,,,,iva_10,Activo
357,C0063,Articulo,CREPE MOSS SPANDEX,103,Mts,9813.37,13090.24,,True,True,True,True,,Normal,97% POLIESTER 3% SPANDEX,Perm,TAFETAN,NINGUNA,TELA RUGOSA Y DE BUENA CAIDA,Mate,Plano,Liso,1.5,0.0,190.0,3.51,0.0,0.0,0.0,,Si,2.0,20500.0,Pieza_Rigida,,,,,iva_10,Activo
358,C0064,Articulo,SHANTUNG DUPIONI,103,Mts,10471.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,ANVERSO SATEN,"TELA DELICADA,SUAVE Y LUSTROSA",Semi Brilloso,Plano,Liso,1.5,0.25,128.0,5.15,0.0,0.0,0.0,,Si,2.0,15000.0,Pieza_Rigida,,,,,iva_10,Activo
359,C0065,Articulo,TUL CON LAGRIMAS,103,Mts,30843.0,0.0,,True,True,True,True,,Normal,100% POLIAMIDA,Oto-Inv,Urdimbre,GOTAS APLICADAS,TUL SEMI RIGIDO CON APLIQUES,Semi Brilloso,Punto,Liso,1.5,2.79,29.0,13.28,0.0,0.0,0.0,,Si,2.0,44000.0,Manual,,,,,iva_10,Activo
360,C0066,Articulo,TUL DE ARMAR XL,103,Mts,8200.85,8231.39,,True,True,True,True,,Normal,100% POLIAMIDA,Permanente,Urdimbre,NINGUNA,MALLA SEMI RIGIDA,Mate,Plano,Liso,3.0,0.31,20.0,16.67,0.0,0.0,0.0,,Si,2.0,15000.0,Tubo,,,,,iva_10,Activo
361,C0067,Articulo,MALLA SEGUNDA PIEL,103,Mts,8583.56,8429.84,,True,True,True,True,,Normal,poliamida/spandex,Perm,Urdimbre,NINGUNA,MALLA CON AGUJEROS RECTANGULARES,Mate,Punto,Liso,1.64,0.32,95.0,6.42,0.0,0.0,0.0,,Si,2.0,11500.0,Manual,,false,,,iva_10,Activo
362,C0068,Articulo,TUL DE ARMAR L,103,Mts,1619.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Urdimbre,NINGUNA,MALLA SEMI RIGIDA,Mate,Punto,Liso,1.8,0.25,22.0,25.25,0.0,0.0,0.0,,Si,2.0,6500.0,Tubo,,,,,iva_10,Activo
363,C0069,Articulo,TERCIOPELO,103,Mts,13185.66,13369.54,,True,True,True,True,,Normal,100% Poliéster,Perm,Jersey,,"El Terciopelo es una tela con micro pelitos que la hacen ser extra suave al tacto. De caída pesada, cuenta con elasticidad, la cual la hace adaptable al cuerpo. Sus usos son diversos, desde vestidos alta costura a trajes de danza y disfraces. ",Semi Brilloso,Punto,Liso,1.65,1.26,238.0,2.55,0.0,0.0,0.0,,Si,1.0,23500.0,Manual,,true,2.0,,iva_10,Activo
364,C0070,Articulo,MICRO TUL,103,Mts,2194.42,2143.33,,True,True,True,True,,Normal,100% Poliamida,Perm,Por Urdimbre,,"El Micro Tul es una tela tejida en forma de malla, de tamaño pequeño que la hacen ser estática, flexible y de tacto suave  y frio. Su uso mas frecuente es de segunda piel ya que se camufla muy bien sobre la misma, logrando efectos ópticos muy delicados y novedosos. Además se pueden emplear para faldones, pues su caída es buena y genera volumen. ",Mate,Punto,Liso,1.7,0.17,11.0,53.47,0.0,0.0,0.0,,Si,2.0,12500.0,Manual,,true,1.0,,iva_10,Activo
365,C0071,Articulo,GASA DIGITAL PRINT,103,Mts,9166.0,0.0,,True,True,True,False,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA FINA SEMI TRANSPARENTE,Mate,Plano,Estampado,1.5,0.08,26.0,21.03,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,false,,,iva_10,Activo
366,C0072,Articulo,TUL OJAL,103,Mts,6211.01,8968.96,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Urdimbre,NINGUNA,TELA SEMI RIGIDA CON CUERPO,Mate,Punto,Liso,1.7,35.0,55.0,10.32,0.0,0.0,0.0,,Si,2.0,6000.0,Manual,,false,,,iva_10,Activo
367,C0073,Articulo,SATEN VALENTINO,103,Mts,16651.78,16227.0,,True,True,True,True,,Normal,96 % Poliéster / 4% Spandex,Perm,Satén,,El Saten Valentino es una tela lustrosa y suave al tacto. Ideal para la confección de elegantes vestidos de fiesta. Su textura le otorga un movimiento fluido y su resplandor característico añade un toque especial a las prendas.,Semi Brilloso,Plano,Liso,1.5,0.3,240.0,0.0,0.0,0.0,0.0,,Si,2.0,22500.0,Tubo,,true,1.0,,iva_10,Activo
368,C0074,Articulo,TUL ILUSION,103,Mts,3938.4,3939.9,,True,True,True,True,,Normal,Poliamida,Perm,Urdimbre,,"El Tul Ilusión es una tela tejida en forma de malla que la hace elástica y flexible. Al tacto, es rústico y es ideal para el armado de tutús o decoraciones con forma, ya que mantiene su estructura estática aún después de haber sido cosida.",Mate,Punto,Liso,2.4,0.15,9.0,46.29,0.0,0.0,0.0,,Si,2.0,6000.0,Pieza_Rigida,,true,2.0,,iva_10,Activo
369,C0075,Articulo,SATEN ESTAMPADO ELUNEY,103,Mts,5317.11,5703.29,,True,True,True,False,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,TELA LUSTROSA Y SUAVE,Semi Brilloso,Plano,Estampado,1.5,0.17,78.0,8.59,0.0,0.0,0.0,,Si,2.0,5000.0,Pieza_Rigida,,,,,iva_10,Activo
370,C0076,Articulo,SATEN POLY,103,Mts,3219.33,3858.85,,True,True,True,True,,Normal,100% Poliéster,Perm,Satén,,"El Saten Poly es una tela lustrosa con apariencia reluciente, ideal para fines decorativos, forrería y confección de disfraces.",Brilloso,Plano,Liso,1.5,0.13,90.0,0.0,0.0,0.0,0.0,,Si,2.0,4000.0,Pieza_Rigida,,false,,,iva_10,Activo
371,C0077,Articulo,GASA BOUCLE,103,Mts,10455.0,10455.0,,True,True,True,True,,Normal,POLIESTER/SPANDEX,Oto-Inv,Tafetan,NINGUNA,TELA CON ASPECTO RUGOSO,Mate,Plano,Liso,1.5,0.35,116.0,5.95,0.0,0.0,0.0,,Si,2.0,15000.0,Pieza_Elastizada,,,,,iva_10,Activo
372,C0078,Articulo,TERCIOPELO ESTAMPADO,103,Mts,17048.0,,,True,True,True,True,,Normal,POLIESTER/SPANDEX,Otoño Invierno,Jersey,NINGUNA,TELA CON FELPA SUAVE AL TACTO,Semi Brilloso,Punto,Estampado,1.5,0.8,298.0,2.41,0.0,0.0,0.0,,Si,1.0,30000.0,Manual,,,,,iva_10,Activo
373,C0079,Articulo,GASA SATINADA,103,Mts,8688.0,8688.0,,True,True,True,False,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,TELA CON CAIDA LUSTROSA Y SUAVE,Semi Brilloso,Plano,Liso,1.5,0.18,88.0,7.58,0.0,0.0,0.0,,Si,2.0,12500.0,Pieza_Rigida,,false,,,iva_10,Activo
374,C0080,Articulo,CREPE SATIN,103,Mts,8323.0,8323.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA BIFAZ LUSTROSA Y SUAVE AL TACTO,Semi Brilloso,Plano,Liso,1.5,0.29,150.0,4.44,0.0,0.0,0.0,,Si,2.0,12000.0,Pieza_Rigida,,,,,iva_10,Activo
375,C0081,Articulo,ORGANZA CRISTAL,103,Mts,4468.4,5179.06,,True,True,True,True,,Normal,POLIESTER/LUREX,Oto-Inv,Tafetan,HILOS LUREX,TELA SEMI TRANSPARENTE TORNASOLADO,Semi Brilloso,Plano,Liso,1.5,0.11,32.0,17.98,0.0,0.0,0.0,,Si,2.0,5500.0,Pieza_Rigida,,,,,iva_10,Activo
376,C0082,Articulo,TUL LAMINADO,103,Mts,3378.0,0.0,,True,True,True,True,,Normal,POLIAMIDA,Oto-Inv,Urdimbre,LAMINAS PLASTICAS BRILLANTES,MALLA SEMI RIGIDA CON APLIQUES,Semi Brilloso,Punto,Liso,1.6,0.21,17.0,23.15,0.0,0.0,0.0,,Si,2.0,6000.0,Manual,,,,,iva_10,Activo
377,C0083,Articulo,CREPE BOUCLE ESTAMPADO,103,Mts,8947.28,8253.04,,True,True,True,True,,Normal,96% Poliéster / 4% Spandex,Perm,Tricot/Jersey,,"El Crepe Boucle Estampado es una tela de calidad con un tacto rugoso y elástico que le confiere mayor comodidad. Es resistente y duradero, manteniendo su aspecto original tras un uso prolongado.",Mate,Punto,Estampado,1.72,0.8,159.0,3.66,0.0,0.0,0.0,,Si,2.0,13500.0,Pieza_Elastizada,,false,,,iva_10,Activo
378,C0084,Articulo,SATEN SPANDEX,103,Mts,7131.03,5000.0,,True,True,True,True,,Normal,96% poliéster / 4% spandex,Perm,Satén,,"El Saten Spandex es una tela lustrosa que presenta elasticidad, es de tacto suave con buena caída. Proporciona  libertad de movimiento, comodidad y realza la figura.",Semi Brilloso,Plano,Liso,1.5,0.22,100.0,0.0,0.0,0.0,0.0,,Si,2.0,9000.0,Pieza_Rigida,,true,1.0,,iva_10,Activo
379,C0085,Articulo,SATEN ESTAMPADO,103,Mts,12523.65,14620.9,,True,True,True,False,,Normal,100% POLIESTER,Oto-Inv,Saten,NINGUNA,"TELA LUSTROSA, SUAVE Y ELASTIZADA",Semi Brilloso,Plano,Estampado,1.5,0.17,69.0,9.27,0.0,0.0,0.0,,Si,2.0,15500.0,Tubo,,false,,,iva_10,Activo
380,C0086,Articulo,TUL PRADA,103,Mts,177109.4,150623.09,,True,True,True,False,,Normal,100% Poliéster,Perm,Urdimbre,Piedras y Canutillos,"La tela Tul Prada esta realizada sobre una base de tul en el cual se bordan diferentes tipos de diseños en hilos y cordones. A los cuales de manera ornamental se le aplican piedras, canutillos, mostacillas y paillettes haciendo que cada pieza sea diferente y se pueda usar tanto de día como de noche según la ocasión lo amerite.",Semi Brilloso,Punto,Labrado,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,Si,0.5,148500.0,Manual,,true,1.0,,iva_10,Activo
381,C0087,Articulo,TUL FENDI,103,Mts,95106.76,126590.28,,True,True,True,False,,Normal,100% Poliéster,Perm,Urdimbre,,"La tela Tul Fendi esta realizada sobre una base de tul en el cual se bordan diferentes tipos de diseños en hilos y cordones. A los cuales de manera ornamental se le aplican piedras, lentejuelas, canutillos y mostacillas haciendo que cada pieza sea diferente y se pueda usar tanto de día como de noche según la ocasión lo amerita. ",Semi Brilloso,Punto,Labrado,1.5,0.0,188.0,3.54,0.0,0.0,0.0,,Si,0.5,101450.0,Manual,,false,,,iva_10,Activo
382,C0088,Articulo,TUL LOLA,103,Mts,12835.98,51582.83,,True,True,True,False,,Normal,100% POLIESTER,Permanente,Urdimbre,HILOS EN REBORDE,TELA ORNAMENTAL SEMI RIGIDA,Semi Brilloso,Punto,Labrado,1.5,0.0,151.0,4.92,0.0,0.0,0.0,,Si,0.5,17100.0,Manual,,,,,iva_10,Activo
383,C0089,Articulo,TUL VERSACE,103,Mts,33243.1,36313.86,,True,True,True,False,,Normal,100% Poliéster,Perm,Urdimbre,Hilos Sedificados,"El Tul Versace es una tela fina, suntuosa y delicada con bordados ornamentales en relieve.",Semi Brilloso,Punto,Labrado,1.35,0.71,179.0,4.13,0.0,0.0,0.0,,Si,0.0,34600.0,Manual,,false,,,iva_10,Activo
384,C0090,Articulo,TUL PROENZA,103,Mts,57243.49,53727.72,,True,True,True,False,,Normal,100% POLIéSTER,Perm,Urdimbre,HILOS Y CANUTILLOS AL TONO,"La tela Tul Proenza esta realizada sobre una base de tul en el cual se bordan diferentes tipos de diseños en hilos y cordones. A los cuales de manera ornamental se le aplican piedras, lentejuelas, canutillos y mostacillas haciendo que cada pieza sea diferente y se pueda usar tanto de día como de noche según la ocasión lo amerite.",Semi Brilloso,Punto,Labrado,1.25,0.0,255.0,3.14,0.0,0.0,0.0,,Si,0.5,55700.0,Manual,,false,,,iva_10,Activo
385,C0091,Articulo,TUL ISABELLA,103,Mts,27542.65,56469.62,,True,True,True,False,,Normal,100% POLIESTER,Permanente,Urdimbre,HILOS REBORDE Y LENTEJUELAS,TELA ORNAMENTAL Y DELICADA,Semi Brilloso,Punto,Labrado,0.0,0.0,115.0,6.48,0.0,0.0,0.0,,Si,0.5,25200.0,Manual,,,,,iva_10,Activo
386,C0092,Articulo,TUL CHLOE,103,Mts,70544.14,80008.19,,True,True,True,False,,Normal,100% POLIESTER,Permanente,Urdimbre,HILOS DEFLECADOS EN RELIEVE,TELA CON APLIQUES AL TONO,Mate,Punto,Labrado,1.5,0.0,0.0,5.62,0.0,0.0,0.0,,Si,0.5,58250.0,Manual,,,,,iva_10,Activo
387,C0093,Articulo,TUL GABBANA,103,Mts,96930.14,82380.88,,True,True,True,False,,Normal,100% Poliamida,Perm,Urdimbre,Canutillos y Piedras al tono,"El Tul Gabanna es una tela con bordados y aplicaciones de cristales, canutillos y mostacillas. Es ornamental y lujosa.",Semi Brilloso,Punto,Labrado,1.1,0.71,358.0,2.54,0.0,0.0,0.0,,Si,0.5,80000.0,Manual,,false,,,iva_10,Activo
388,C0094,Articulo,TUL HERMES,103,Mts,270529.0,0.0,,True,True,True,False,,Normal,100% POLIESTER,Oto-Inv,Urdimbre,GUIPIURE Y CRISTALES,TELA SUNTUOSA Y BORDADO A MANO,Semi Brilloso,Punto,Labrado,1.5,0.0,218.0,0.0,0.0,0.0,0.0,,Si,5.0,263150.0,Manual,,,,,iva_10,Activo
389,C0095,Articulo,PUNTO ROMA,103,Mts,18984.93,23277.28,,True,True,True,True,,Normal,50 % Poliéster / 50% Spandex,Perm,Interlock,,El tejido Punto Roma es una tela versátil y resistente que se utiliza para una gran variedad de prendas y accesorios. Es un tejido elastizado con una estructura que se adapta bien al cuerpo y tiene una textura suave y agradable al tacto.,Mate,Punto,Liso,1.5,0.7,340.0,1.96,0.0,0.0,0.0,,Si,2.0,22500.0,Pieza_Elastizada,,false,,,iva_10,Activo
390,C0096,Articulo,MALLA LUREX,103,Mts,16536.29,16632.09,,True,True,True,True,,Normal,POLIESTER/LUREX,Pri-Ver,JERSEY,HILO LUREX EN LA CARA,TELA ELASTICA BRILLOSA,Brilloso,Punto,Liso,1.5,41.0,65.0,10.26,0.0,0.0,0.0,,Si,2.0,22000.0,Manual,,,,,iva_10,Activo
391,C0097,Articulo,REDECILLA,103,Mts,5105.0,0.0,,True,True,True,False,,Normal,POLIESTER,Oto-Inv,Urdimbre,NINGUNA,TELA DE ASPECTO ARTESANAL,Mate,Punto,Liso,1.7,0.95,80.0,7.35,0.0,0.0,0.0,,Si,2.0,15000.0,Manual,,,,,iva_10,Activo
392,C0098,Articulo,SATEN LISO ELUNEY,103,Mts,3894.0,3894.0,,True,True,True,False,,Normal,POLIESTER/SPANDEX,Oto-Inv,Saten,NINGUNA,TELA LUSTROSA Y VOLATIL,Semi Brilloso,Plano,Liso,1.5,0.2,101.0,6.6,0.0,0.0,0.0,,Si,2.0,5500.0,Pieza_Rigida,,,,,iva_10,Activo
393,C0099,Articulo,GASA BAMBULA ESTAMPADO,103,Mts,12758.0,0.0,,True,True,True,True,,Normal,97% POLIESTER 3% SPANDEX,Perm,SATEN,NINGUNA,"TELA SUAVE AL TACTO, CON BUENA CAIDA",Semi Brilloso,Plano,Estampado,1.5,0.0,153.0,4.35,0.0,0.0,0.0,,Si,0.0,0.0,Tubo,,,,,iva_10,Activo
394,C0100,Articulo,GASA GAMUZA LISO,103,Mts,8775.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA CON CUERPO Y SUAVE AL TACTO,Mate,Plano,Liso,1.5,0.32,142.0,4.69,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
395,C0101,Articulo,ORGANZA FROZEN,103,Mts,5203.03,5122.92,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Urdimbre,APLIQUES DE COPO DE NIEVE,TELA CON APLIQUE,Semi Brilloso,Punto,Labrado,1.6,0.26,93.0,6.72,0.0,0.0,0.0,,Si,2.0,8000.0,Pieza_Rigida,,,,,iva_10,Activo
396,C0102,Articulo,GASA STRIPES ESTAMPADO,103,Mts,13689.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,LINEAS SOBRE SALIENTES,TELA LIGERA Y SEMI RIGIDA,Mate,Plano,Estampado,1.6,0.11,40.0,15.63,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
397,C0103,Articulo,GASA JACQUARD ESTAMPADO,103,Mts,9655.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,LINEAS LABRADAS,TELA LIGERA CON TEXTURA,Semi Brilloso,Plano,Estampado,1.5,0.24,71.0,9.52,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
398,C0104,Articulo,GASA ANKARA,103,Mts,5869.0,,,True,True,True,True,,Normal,POLIESTER,Permanente,Tafetan,APLIQUES,TELA VOLATIL CON APLIQUESS SIMIL METAL,Semi Brilloso,Plano,Liso,1.5,0.6,80.0,1563.0,0.0,0.0,0.0,,Si,2.0,6450.0,Pieza_Rigida,,,,,iva_10,Activo
399,C0105,Articulo,GASA EREVAN,103,Mts,9588.0,0.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,HILOS DEFLECADOS,TELA VOLATIL CON APLIQUES,Mate,Plano,Labrado,1.5,0.6,96.0,7.15,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
400,C0106,Articulo,ORGANZA LAMINADO CREPE,103,Mts,11227.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,HILOS LUREX,TELA SEMI TRANSPARENTE CON BRILLOS Y CUERPO,Semi Brilloso,Plano,Liso,1.5,0.19,44.0,15.15,0.0,0.0,0.0,,Si,2.0,16000.0,Pieza_Rigida,,,,,iva_10,Activo
401,C0107,Articulo,ORGANZA KIGALI ESTAMPADO,103,Mts,14182.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,HILOS SUELTOS,"TELA DOBLE, SEMI RIGIDA Y SEMI TRANSPARENTE",Mate,Plano,Estampado,1.5,0.33,76.0,8.77,0.0,0.0,0.0,,Si,2.0,20500.0,Manual,,,,,iva_10,Activo
402,C0108,Articulo,PAILLETTE SOPHIA,103,Mts,12593.95,12276.27,,True,True,True,False,,Normal,POLIESTER,Perm,Jersey,COSTURA DE SEGURIDAD,TELA CON LENTEJUELAS APLICADAS,Brilloso,Punto,Labrado,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,Si,0.5,39650.0,Manual,,false,,,iva_10,Activo
403,C0109,Articulo,PAILLETTE LOLA,103,Mts,18274.91,19010.97,,True,True,True,False,,Normal,100% Poliéster,Perm,Jersey,,"El Paillette Lola es una tela tul recubierta por pequeñas y medianas lentejuelas en toda su extensión, la cual la hace ser llamativa y chic. Sus usos son para vestidos de noche y coctel, disfraces, accesorios y trajes alegóricos. ",Brilloso,Punto,Labrado,1.45,0.0,283.0,2.43,0.0,0.0,0.0,,Si,0.5,38500.0,Manual,,false,,,iva_10,Activo
404,C0110,Articulo,PAILLETTE ISABELLA,103,Mts,11467.32,11406.58,,True,True,True,False,,Normal,POLIESTER,Primavera Verano,Jersey,NINGUNA,TELA CON LENTEJUELAS APLICADAS,Brilloso,Punto,Labrado,1.5,0.0,328.0,2.02,0.0,0.0,0.0,,Si,0.5,20600.0,Manual,,,,,iva_10,Activo
405,C0111,Articulo,ORGANZA SOPHIA,103,Mts,32234.0,,,True,True,True,True,,Normal,POLIESTER,Permanente,Tafetan,LENTEJUELITAS,TELA BORDADA SEMI TRANSPARENTE,Semi Brilloso,Plano,Labrado,0.9,0.0,0.0,37.5,0.0,0.0,0.0,,Si,2.0,35450.0,Manual,,,,,iva_10,Activo
406,C0112,Articulo,ORGANZA ISABELLA,103,Mts,26321.0,,,True,True,True,False,,Normal,POLIESTER,Permanente,Tafetan,RAMITAS,TELA BORDADA SEMI TRANSPARENTE,Semi Brilloso,Plano,Labrado,1.5,0.0,72.0,9.33,0.0,0.0,0.0,,Si,2.0,28950.0,Manual,,,,,iva_10,Activo
407,C0113,Articulo,ORGANZA VERSACE,103,Mts,71261.7,99545.8,,True,True,True,False,,Normal,POLIESTER,Permanente,Tafetan,GUARDAS BORDADAS,TELA BORDADA SEMI TRANSPARENTE,Semi Brilloso,Plano,Labrado,1.25,0.0,126.0,625.0,0.0,0.0,0.0,,Si,2.0,57850.0,Manual,,,,,iva_10,Activo
408,C0114,Articulo,ORGANZA GALLIANO,103,Mts,39497.0,,,True,True,True,False,,Normal,POLIESTER,Permanente,Tafetan,FLORES EN 3D,TELA BORDADA SEMI TRANSPARENTE CON APLIQUES,Semi Brilloso,Plano,Labrado,1.5,203.0,0.0,3.34,0.0,0.0,0.0,,Si,2.0,43450.0,Manual,,,,,iva_10,Activo
409,C0115,Articulo,ORGANZA PROENZA,103,Mts,46268.0,0.0,,True,True,True,False,,Normal,POLIESTER,Oto-Inv,Tafetan,HILOS SEDIFICADOS,TELA BORDADO SEMI TRANSPARENTE,Mate,Plano,Labrado,1.5,0.0,87.0,7.35,0.0,0.0,0.0,,Si,2.0,50900.0,Manual,,,,,iva_10,Activo
410,C0116,Articulo,VOLADOS LOLA,103,Mts,28016.0,0.0,,True,True,True,False,,Normal,POLIESTER,Oto-Inv,Tafetan,VOLADOS EN APLIQUE,TELA ORNAMENTAL CON 9 VOLADOS,Mate,Plano,Labrado,1.5,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,40000.0,Manual,,,,,iva_10,Activo
411,C0117,Articulo,SATEN ISADORA,103,Mts,10157.0,0.0,,True,True,True,True,,Normal,97% POLIESTER/3%SPANDEX,Oto-Inv,Saten,NINGUNA,150 D,Semi Brilloso,Plano,Liso,1.5,0.58,245.0,2.72,0.0,0.0,0.0,,Si,2.0,34000.0,Tubo,,,,,iva_10,Activo
412,C0118,Articulo,SATEN DOBLE OPACO,103,Mts,13579.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Saten,NINGUNA,TELA DE BUENA CAIDA SUAVE AL TACTO,Semi Brilloso,Plano,Liso,1.5,0.34,223.0,298.0,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
414,C0120,Articulo,GUIPIURE PRADA,103,Mts,106308.32,116038.1,,True,True,True,False,,Normal,0,Perm,,NINGUNA,,Mate,Plano,Labrado,1.3,0.15,0.0,0.0,0.0,0.0,0.0,,Si,0.0,0.0,Manual,,,,,iva_10,Activo
415,C0121,Articulo,TUL DE ARMAR SOFT,103,Mts,8722.84,8090.65,,True,True,True,True,,Normal,100% POLIAMIDA,Oto-Inv,Tafetan,NINGUNA,MALLA RIGIDA Y SUAVE AL TACTO,Mate,Plano,Liso,1.5,0.3,103.0,6.93,0.0,0.0,0.0,,Si,2.0,13000.0,Tubo,,,,,iva_10,Activo
416,C0122,Articulo,TUL FRANCES,103,Mts,10251.68,9740.95,,True,True,True,False,,Normal,POLIAMIDA,Oto-Inv,Urdimbre,MOTAS CON FLOCKING,MALLA ELASTICA CON MOTAS,Mate,Punto,Labrado,1.6,0.54,31.0,19.48,0.0,0.0,0.0,,Si,5.0,18000.0,Manual,,false,,,iva_10,Activo
417,C0123,Articulo,ORGANZA TORNASOL,103,Mts,10379.91,10500.71,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,USO BOBLE CARA,TELA RIGIDA SUAVE CON ASPECTO TORNASOL,Brilloso,Plano,Liso,1.5,0.14,68.0,9.8,0.0,0.0,0.0,,Si,2.0,7000.0,Pieza_Rigida,,,,,iva_10,Activo
418,C0124,Articulo,ENCAJE LOLA,103,Mts,3209.26,3477.84,,True,True,True,False,,Normal,SINTETICO,Oto-Inv,Por Trama,NINGUNA,TELA ORNAMENTAL Y DELICADA,Mate,Punto,Labrado,1.56,0.58,123.0,5.21,0.0,0.0,0.0,,Si,1.0,6500.0,Manual,,false,,,iva_10,Activo
419,C0125,Articulo,SATEN CREPE ESTAMPADO,103,Mts,11278.0,0.0,,True,True,True,True,,Normal,Poliester,Oto-Inv,Tafetan,NINGUNA,"TELA LIVIANA, DE TACTO RUGOSO",Mate,Plano,Estampado,1.5,0.0,107.0,6.23,0.0,0.0,0.0,,Si,2.0,16000.0,Pieza_Rigida,,,,,iva_10,Activo
420,C0126,Articulo,SATEN ELIE,103,Mts,18192.0,0.0,,True,True,True,True,,Normal,RAYON/SPANDEX,Oto-Inv,Saten,HILOS LUREX,SEDA SEDOSA Y DE BUENA CAIDA,Brilloso,Plano,Liso,1.5,0.39,164.0,30.5,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
421,C0127,Articulo,TAFETA ELUNEY,103,Mts,3172.0,3172.0,,True,True,True,True,,Normal,100% POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA PLANA Y LIVIANA,Semi Brilloso,Plano,Liso,1.5,0.13,77.0,8.62,0.0,0.0,0.0,,Si,2.0,4500.0,Pieza_Rigida,,,,,iva_10,Activo
422,C0128,Articulo,TAFETA GAMUZADA,103,Mts,9641.0,0.0,,True,True,True,True,,Normal,POLIESTER,Oto-Inv,Tafetan,NINGUNA,TELA SUAVE AL TACTO Y RIGIDA,Mate,Plano,Liso,1.5,0.2,110.0,6.49,0.0,0.0,0.0,,Si,0.0,0.0,Pieza_Rigida,,,,,iva_10,Activo
423,C0129,Articulo,TUL PLUMETI LOLA,103,Mts,3895.62,4016.12,,True,True,True,True,,Normal,POLIESTER,Perm,Tafetan,NINGUNA,,Mate,Plano,Estampado,1.5,0.31,120.0,5.88,0.0,0.0,0.0,,Si,2.0,12000.0,Manual,,,,,iva_10,Activo
424,C0130,Articulo,RANDA NOVIA,103,Mts,8382.56,6315.92,,True,True,True,False,,Normal,POLIESTEr/PVC,Perm,Por Trama,PERLAS Y PIEDRAS AL TONO,TELA DECORADA T ORNAMENTAL,Semi Brilloso,Punto,Labrado,0.9,0.0,0.0,0.0,0.0,0.0,0.0,,Si,2.0,6400.0,N_A,,,,,iva_10,Activo
